hex,flight,reg,type_code,report_type,version,verdict,nac_p,nac_v,nic,sda,sil,failed_paragraphs,emergency,continuity,track_end,altitude,category,altitude_band,unstable,polls_seen,rule_airspace,year_mfr,build_cert
AC-2C4863,,,G280,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,9,91.225(d)(4),2022,Type certificated
AC-F5C9BB,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,FL180 and above,,82,91.225(d)(1),2004,Type certificated
AC-9CFE35,,,C68A,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 56 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 15 snapshot(s), 240 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 4 snapshot(s), 74 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings",,,A2,"Below 10,000 ft",sil alternated between 2 and 3 (4 changes),215,91.225(d)(2),2022,Type certificated
AC-F1A53B,,,B38M,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 1 snapshot(s), 33 s between sightings",last position 59 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,40,91.225(d)(1),2026,Type certificated
AC-7DA1A3,,,A319,adsb_icao,2,pass,9,1,8,2,3,,,,last position 52 s old when last seen; not reacquired in the window,,A3,FL180 and above,,146,91.225(d)(4),2013,Type certificated
AC-78EC55,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,last position 60 s old when last seen; not reacquired in the window,,A2,"Below 10,000 ft",,27,91.225(d)(2),2005,Type certificated
AC-27033D,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,38,91.225(d)(4),2007,Type certificated
AC-BCC69E,,,CL60,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,FL180 and above,,54,91.225(d)(4),2013,Type certificated
AC-F1DABE,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,FL180 and above,,81,91.225(d)(1),2005,Type certificated
AC-4A7259,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 18 snapshot(s), 285 s between sightings",,,A3,Surface,sil alternated between 2 and 3 (2 changes),28,91.225(d)(1),2007,Type certificated
AC-5FA337,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,74,91.225(d)(1),1999,Type certificated
AC-9468DF,,,B739,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,29,91.225(d)(4),2018,Type certificated
AC-122AA3,,,C68A,adsb_icao,2,pass,10,2,9,2,3,,,,,,A2,"Below 10,000 ft",,14,91.225(d)(3),2022,Type certificated
AC-92F5F8,,,B78X,adsb_icao,2,pass,9,2,8,2,3,,,,,,A5,"Below 10,000 ft",,58,91.225(d)(2),2017,Not type certificated (experimental)
AC-A9EC53,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: absent from 1 snapshot(s), 30 s between sightings",last position 54 s old when last seen; not reacquired in the window,,A3,FL180 and above,nac_p alternated between 0 and 9 (2 changes); nic alternated between 0 and 8 (2 changes); sil alternated between 2 and 3 (4 changes),189,91.225(d)(4),1999,Type certificated
AC-C3ACFF,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: absent from 1 snapshot(s), 30 s between sightings",last position 58 s old when last seen; not reacquired in the window,,A3,FL180 and above,sil alternated between 2 and 3 (1 change),176,91.225(d)(4),2007,Type certificated
AC-8A1682,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,last position 57 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,95,91.225(d)(3),2007,Type certificated
AC-305F22,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,75,91.225(d)(1),1999,Type certificated
AC-AB6814,,,B739,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,74,91.225(d)(4),2019,Type certificated
AC-7AFB3E,,,C68A,adsb_icao,2,pass,10,2,9,2,3,,,,,,A2,"Below 10,000 ft",,83,91.225(d)(2),2023,Type certificated
AC-438EA6,,,B739,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: absent from 11 snapshot(s), 180 s between sightings",last position 56 s old when last seen; not reacquired in the window,,A3,FL180 and above,sil alternated between 2 and 3 (2 changes),138,91.225(d)(4),2019,Type certificated
AC-EFD29D,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 22 s without a refresh, then reacquired (threshold 20 s)",,,A3,Surface,,39,91.225(d)(1),2008,Type certificated
AC-C7A4E3,,,B407,adsb_icao,2,pass,9,2,8,2,3,,,,last position 58 s old when last seen; not reacquired in the window,,D0,"Below 10,000 ft",,32,91.225(d)(1),1997,Type certificated
AC-7A295D,,,B429,adsb_icao,2,pass,10,2,9,2,3,,,,last position 46 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",,88,91.225(d)(1),2014,Type certificated
AC-EF3924,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,last position 52 s old when last seen; not reacquired in the window,,A3,"10,000 ft to FL180",,97,91.225(d)(4),2008,Type certificated
AC-66B6F3,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,"10,000 ft to FL180",,75,91.225(d)(4),1999,Type certificated
AC-DF23FD,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,113,91.225(d)(4),2013,Type certificated
AC-514ACC,,,B712,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,91,91.225(d)(1),2000,Type certificated
AC-CF2FF0,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,last position 54 s old when last seen; not reacquired in the window,,A3,FL180 and above,,153,91.225(d)(4),2008,Type certificated
AC-AA657E,,,B712,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 48 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 8 snapshot(s), 136 s between sightings",,,A3,"Below 10,000 ft",,15,91.225(d)(1),2000,Type certificated
AC-88D6E4,,,C172,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 54 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings",,,A1,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),235,no,2020,Type certificated
AC-A3F79A,,,A139,adsb_icao,2,pass,10,2,8,2,3,,,,,,A7,"Below 10,000 ft",nac_p alternated between 0 and 10 (1 change); nac_v alternated between 0 and 2 (1 change); nic alternated between 0 and 8 (1 change); sil alternated between 0 and 3 (1 change),177,91.225(d)(2),,Type certificated
AC-B7F366,,,EN28,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s)",,,A7,"Below 10,000 ft",,61,91.225(d)(2),2005,Type certificated
AC-65F624,,,BE36,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,"Below 10,000 ft",,106,no,1997,Type certificated
AC-B8F187,,,CRJ9,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,112,91.225(d)(1),2008,Type certificated
AC-BB4DE2,,,E145,adsb_icao,2,pass,9,1,8,2,3,,,,,,A2,FL180 and above,,72,91.225(d)(1),2005,Type certificated
AC-EA176F,,,PC24,adsb_icao,2,pass,10,2,8,2,3,,,,,,A2,FL180 and above,,54,91.225(d)(2),2022,Type certificated
AC-68A094,,,PC12,adsb_icao,2,pass,10,2,8,2,3,,,,,,A1,"10,000 ft to FL180",,68,91.225(d)(4),2008,Type certificated
AC-C6F7A0,,,A20N,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,37,91.225(d)(4),2023,Type certificated
AC-26DDC4,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,108,91.225(d)(1),2000,Type certificated
AC-F30ECC,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 51 s without a refresh, then reacquired (threshold 20 s)",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),40,91.225(d)(1),2014,Type certificated
AC-58068B,,,,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"Below 10,000 ft",,154,91.225(d)(1),2008,Type certificated
AC-6AB49F,,,E545,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings",,,A2,Surface,,198,91.225(d)(2),2025,Type certificated
AC-F4A0BB,,,B712,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,16,91.225(d)(4),2000,Type certificated
AC-3B98AD,,,A321,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 53 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 7 snapshot(s), 120 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 4 snapshot(s), 75 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (2 changes),172,91.225(d)(1),2015,Type certificated
AC-676D19,,,B737,adsb_icao,2,pass,10,2,8,2,3,,,,last position 50 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,36,91.225(d)(1),2011,Type certificated
AC-22C4B9,,,A321,adsb_icao,2,pass,10,1,8,2,3,,,,,,A3,FL180 and above,,77,91.225(d)(4),2015,Type certificated
AC-19DA47,,,B739,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 11 snapshot(s), 178 s between sightings",,,A3,FL180 and above,nac_p alternated between 0 and 10 (2 changes); nic alternated between 0 and 8 (2 changes); sil alternated between 2 and 3 (2 changes),146,91.225(d)(1),2014,Type certificated
AC-7F573F,,,C68A,adsb_icao,2,pass,10,2,9,2,3,,,,,,A2,"Below 10,000 ft",,28,91.225(d)(2),2024,Type certificated
AC-92AE53,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,50,91.225(d)(4),2014,Type certificated
AC-5CB094,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,106,91.225(d)(1),2001,Type certificated
AC-71D5D1,,,A20N,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,88,91.225(d)(4),2022,Type certificated
AC-DDFC2A,,,A321,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,"10,000 ft to FL180",,27,91.225(d)(4),2016,Type certificated
AC-F48FE9,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,last position 47 s old when last seen; not reacquired in the window,,A3,"Below 10,000 ft",,76,91.225(d)(2),2015,Type certificated
AC-C73E83,,,C172,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s)",,,A1,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),173,no,1973,Type certificated
AC-0477C0,,,A321,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,97,91.225(d)(4),2016,Type certificated
AC-E07F1F,,,A321,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,21,91.225(d)(4),2016,Type certificated
AC-A73751,,,GLF6,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 55 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A3,FL180 and above,sil alternated between 2 and 3 (2 changes),159,91.225(d)(2),2024,Type certificated
AC-BC0741,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 47 s without a refresh, then reacquired (threshold 20 s)",,,A3,FL180 and above,,116,91.225(d)(1),2015,Type certificated
AC-576004,,,S76,adsb_icao,2,pass,10,2,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 2 snapshot(s), 44 s between sightings",,,A7,"Below 10,000 ft",sil alternated between 2 and 3 (2 changes),63,91.225(d)(2),2013,Type certificated
AC-06B737,,,C68A,adsb_icao,2,pass,10,2,9,2,3,,,,,,A2,FL180 and above,,28,91.225(d)(4),2025,Type certificated
AC-8C18C8,,,A321,adsb_icao,2,pass,10,2,8,2,3,,,,,,,Surface,,240,91.225(d)(1),2017,Type certificated
AC-9A06DD,,,E170,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,96,91.225(d)(4),2005,Type certificated
AC-C106AC,,,G2CA,adsb_icao,2,pass,10,2,9,2,3,,,"dropout: absent from 1 snapshot(s), 30 s between sightings",last position 53 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),31,no,2017,Type certificated
AC-A73586,,,,adsb_icao,2,pass,10,2,9,2,3,,,,,,A1,FL180 and above,nic alternated between 0 and 9 (1 change),107,91.225(d)(1),,Type certificated
AC-9B3D25,,,A321,adsb_icao,2,pass,10,2,8,2,3,,,,,,A3,FL180 and above,,165,91.225(d)(4),2017,Type certificated
AC-45254D,,,C68A,adsb_icao,2,pass,10,2,9,3,3,,,,,,A2,"Below 10,000 ft",,22,91.225(d)(2),2025,Type certificated
AC-97CF6F,,,C172,adsb_icao,2,pass,9,2,8,2,3,,,,,,A1,"Below 10,000 ft",,187,no,1975,Type certificated
AC-8865F3,,,C208,adsb_icao,2,pass,10,2,9,2,3,,,,last position 59 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,83,91.225(d)(2),2011,Type certificated
AC-10D541,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,FL180 and above,,60,91.225(d)(4),2016,Type certificated
AC-28EB27,,,B738,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 58 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 3 snapshot(s), 62 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings",,,A3,FL180 and above,nac_p alternated between 0 and 9 (2 changes); nac_v alternated between 0 and 1 (2 changes); nic alternated between 0 and 8 (2 changes),127,91.225(d)(1),2009,Type certificated
AC-64183F,,,C182,adsb_icao,2,pass,10,2,9,2,3,,,,last position 48 s old when last seen; not reacquired in the window,,A1,"Below 10,000 ft",,50,no,1985,Type certificated
AC-DB8771,,,PC12,adsb_icao,2,pass,10,2,8,2,3,,,,,,A1,"10,000 ft to FL180",nac_p alternated between 0 and 10 (1 change); nac_v alternated between 0 and 2 (1 change); nic alternated between 0 and 8 (1 change); sil alternated between 0 and 3 (1 change),36,91.225(d)(2),2021,Type certificated
AC-2B1187,,,H500,adsb_icao,2,pass,10,2,9,2,3,,,,,,A7,"Below 10,000 ft",nac_p alternated between 0 and 10 (2 changes); nac_v alternated between 0 and 2 (2 changes); nic alternated between 0 and 9 (2 changes); sil alternated between 0 and 3 (2 changes),30,no,1998,Type certificated
AC-AB8770,,,BE20,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: absent from 64 snapshot(s), 975 s between sightings",,,A1,"10,000 ft to FL180",,72,91.225(d)(4),,
AC-10F5F2,,,H60,adsb_icao,2,pass,10,4,10,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 27 snapshot(s), 420 s between sightings",,,A7,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),64,91.225(d)(2),,
AC-FCCC83,,,AS65,adsb_icao,2,pass,11,1,9,2,3,,,,last position 53 s old when last seen; not reacquired in the window,,A7,"Below 10,000 ft",,60,no,,
AC-D02663,,,B762,adsb_icao,2,pass,10,1,10,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 4 snapshot(s), 75 s between sightings; dropout: absent from 5 snapshot(s), 90 s between sightings",,,A5,"Below 10,000 ft",sil alternated between 2 and 3 (3 changes),106,no,,
AC-7E9A5C,,,A320,adsb_icao,2,pass,9,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),71,91.225(d)(1),,
AC-E8B4F8,,,E545,adsb_icao,2,pass,11,1,8,2,3,,,,last position 55 s old when last seen; not reacquired in the window,,A2,Surface,sil alternated between 2 and 3 (1 change),11,91.225(d)(2),,
AC-50CB8E,,,DH8D,adsb_icao,2,pass,10,1,8,2,3,,,,,,A2,"Below 10,000 ft",,35,91.225(d)(1),,
AC-28D448,,,C25B,adsb_icao,2,pass,10,2,8,3,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 4 snapshot(s), 76 s between sightings; dropout: absent from 2 snapshot(s), 45 s between sightings; dropout: absent from 9 snapshot(s), 150 s between sightings; dropout: absent from 139 snapshot(s), 2101 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 3 snapshot(s), 60 s between sightings",,,A1,Surface,sil alternated between 2 and 3 (7 changes),56,91.225(d)(2),,
AC-705368,,,A320,adsb_icao,2,pass,9,1,8,2,3,,,,,,A3,"Below 10,000 ft",nac_p alternated between 0 and 9 (1 change); nic alternated between 0 and 8 (1 change); sil alternated between 0 and 3 (1 change),11,91.225(d)(1),,
AC-25DC57,,,DH8D,adsb_icao,2,pass,10,1,8,2,3,,,,last position 49 s old when last seen; not reacquired in the window,,A2,"Below 10,000 ft",,91,91.225(d)(1),,
AC-867ECE,,,DH8D,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 57 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 1 snapshot(s), 30 s between sightings; dropout: absent from 1 snapshot(s), 30 s between sightings",,,A2,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),71,91.225(d)(2),,
AC-E87D1E,,,A21N,adsb_icao,2,pass,10,1,8,3,3,,,,,,A3,FL180 and above,,112,91.225(d)(4),,
AC-79C27A,,,A21N,adsb_icao,2,pass,10,2,8,3,3,,,,,,A3,FL180 and above,,79,91.225(d)(4),,
AC-508054,,,GL7T,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 50 s without a refresh, then reacquired (threshold 20 s)",,,A3,"Below 10,000 ft",,240,91.225(d)(2),,
AC-F065AC,,,GL7T,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 49 s without a refresh, then reacquired (threshold 20 s)",,,A2,"Below 10,000 ft",sil alternated between 2 and 3 (3 changes),47,91.225(d)(1),,
AC-D06AB9,,,BCS3,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 59 s without a refresh, then reacquired (threshold 20 s); dropout: absent from 3 snapshot(s), 60 s between sightings",,,A3,"Below 10,000 ft",sil alternated between 2 and 3 (1 change),121,91.225(d)(2),,
AC-C61F2C,,,CL60,adsb_icao,2,pass,10,1,8,2,3,,,"dropout: position went at least 22 s without a refresh, then reacquired (threshold 20 s)",,,A2,"10,000 ft to FL180",,54,91.225(d)(2),,
AC-00EDA9,,,B763,adsb_icao,2,pass,9,1,8,2,3,,,,last position 48 s old when last seen; not reacquired in the window,,A5,Surface,,12,91.225(d)(1),,
